GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,EST_POSSESSIONS
Lineups,-1630549-1630553-1630570-1630592-1631213-,D. Sharpe - K. Johnson - T. Watford - J. Wilson - T. Martin,1610612751,BKN,5,1,4,0.2,26.0,136.0,134.6,117.8,111.1,18.1,23.5,0.68,3.4,20.7,0.481,0.679,0.582,0.096,0.58,0.609,96.1,99.5,82.92,52,0.563,1130,3268,17185,10161,715,3992,9941,5484,6367,1095,5315,3952,8592,5111,8810,6545,6860,12293,6856,76700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-203901-1630526-1631255-1631288-1641810-,E. Payton - J. Robinson-Earl - K. Matković - J. Cain - A. Reeves,1610612740,NOP,4,0,4,0.0,26.0,123.9,124.1,114.2,114.0,9.7,10.0,0.76,1.73,24.7,0.222,0.704,0.511,0.204,0.698,0.727,101.9,101.87,84.89,54,0.541,1573,10304,17185,10304,688,5483,10375,6704,5140,3949,3833,8527,8279,6804,13753,3978,3967,11039,7336,78450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1628392-1629026-1630598-1631114-1641717-,I. Hartenstein - K. Williams - A. Wiggins - J. Williams - C. Wallace,1610612760,OKC,6,5,1,0.833,26.0,95.4,96.3,123.6,117.5,-28.2,-21.2,0.444,0.89,11.6,0.28,0.613,0.464,0.167,0.442,0.515,99.4,101.55,84.63,54,0.369,820,445,5863,5915,683,10290,10981,11303,11118,7294,11064,7239,10424,10034,11750,10573,9567,11204,10856,78700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1628392-1628983-1629652-1630598-1641717-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Wallace,1610612760,OKC,11,9,2,0.818,26.0,128.7,124.6,139.9,135.6,-11.1,-11.0,0.5,2.6,16.5,0.346,0.8,0.543,0.088,0.577,0.61,102.0,105.28,87.73,57,0.435,282,148,14449,5971,674,5454,13302,10285,9077,1982,8767,5283,6011,6133,8462,6579,6837,9168,9633,79335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1628386-1629622-1629636-1629731-1630171-,J. Allen - M. Strus - D. Garland - D. Wade - I. Okoro,1610612739,CLE,7,4,3,0.571,26.0,128.1,126.9,80.0,82.7,48.1,44.2,0.68,2.13,21.0,0.444,0.735,0.607,0.154,0.588,0.605,97.1,95.94,79.95,52,0.743,632,634,16438,7180,697,4955,5536,3841,6367,2412,5224,4054,7744,4299,11438,6266,6958,14029,4071,78050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1628381-1629004-1629012-1631117-1641718-,J. Collins - S. Mykhailiuk - C. Sexton - W. Kessler - K. George,1610612762,UTA,2,1,1,0.5,26.0,141.1,140.7,86.7,91.2,54.3,49.4,0.594,3.17,21.8,0.375,0.829,0.644,0.102,0.652,0.682,109.4,106.8,89.0,59,0.753,3725,3268,5863,7287,693,3491,6436,3621,8491,1157,4830,4948,5860,3728,9148,4796,4842,8421,3909,78200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-203924-1629014-1629028-1630166-1631101-,J. Grant - A. Simons - D. Ayton - D. Avdija - S. Sharpe,1610612757,POR,4,2,2,0.5,26.0,128.2,122.2,139.3,140.0,-11.1,-17.8,0.565,2.17,17.8,0.273,0.667,0.478,0.111,0.591,0.641,100.2,102.33,85.28,54,0.437,1573,1668,14449,7287,716,5616,13529,10953,8805,2384,7541,7286,8629,9722,9323,6185,5912,10815,9599,76690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-203924-1629028-1630166-1630703-1631101-,J. Grant - D. Ayton - D. Avdija - S. Henderson - S. Sharpe,1610612757,POR,7,6,1,0.857,26.0,117.3,117.9,103.0,100.0,14.3,17.9,0.462,1.2,15.6,0.346,0.793,0.582,0.179,0.582,0.608,104.5,105.72,88.1,56,0.546,632,330,5863,5889,713,6280,6913,5957,11060,5033,9045,5283,6492,5111,12561,6525,6877,8961,7193,76955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-203924-1629057-1630703-1631101-1641739-,J. Grant - R. Williams III - S. Henderson - S. Sharpe - T. Camara,1610612757,POR,8,3,5,0.375,26.0,130.4,132.2,76.2,74.6,54.2,57.6,0.679,2.71,20.9,0.419,0.793,0.6,0.119,0.563,0.602,107.5,107.91,89.92,59,0.813,518,994,17546,9326,681,4517,4667,3032,6383,1921,5244,4364,6492,4308,9826,6914,7043,7947,3373,78735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-201935-202695-203992-1627826-1627884-,J. Harden - K. Leonard - B. Bogdanović - I. Zubac - D. Jones Jr.,1610612746,LAC,9,6,3,0.667,26.0,164.1,151.9,142.0,128.0,22.2,23.9,0.594,6.33,24.7,0.267,0.5,0.422,0.056,0.777,0.805,87.5,95.74,79.78,54,0.629,425,330,16438,6411,692,2466,12307,5454,8491,165,3833,7402,11352,11267,7575,2773,2764,14052,5608,78215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1628371-1629021-1630591-1641710-1641724-,J. Isaac - M. Wagner - J. Suggs - A. Black - J. Howard,1610612753,ORL,4,2,2,0.5,26.0,89.3,86.8,98.9,103.6,-9.6,-16.8,0.706,0.63,16.4,0.421,0.655,0.563,0.358,0.571,0.597,102.3,101.22,84.35,53,0.445,1573,1668,14449,7287,714,11081,9175,10910,6151,7754,8774,4356,9983,5566,16564,6667,7235,11382,9412,76825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-202685-1627763-1629673-1641731-1642259-,J. Valančiūnas - M. Brogdon - J. Poole - B. Coulibaly - A. Sarr,1610612764,WAS,2,0,2,0.0,26.0,104.2,103.6,128.9,129.1,-24.7,-25.5,0.667,2.0,17.9,0.31,0.682,0.471,0.127,0.46,0.511,100.1,100.25,83.54,55,0.378,3725,10304,14449,10304,679,8028,12477,11732,6406,2447,7480,6702,8574,9871,10341,10293,9674,11932,10703,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-201142-203078-203486-1626145-1642346-,K. Durant - B. Beal - M. Plumlee - T. Jones - R. Dunn,1610612756,PHX,6,2,4,0.333,26.0,98.8,94.5,113.0,113.8,-14.2,-19.2,0.789,1.5,20.8,0.091,0.611,0.414,0.182,0.561,0.596,102.0,103.77,86.47,55,0.432,820,1668,17185,9358,690,10397,10354,11065,4989,4241,5251,10232,10427,11461,12592,7046,7248,9987,9693,78405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-201142-203994-1626145-1626164-1642346-,K. Durant - J. Nurkić - T. Jones - D. Booker - R. Dunn,1610612756,PHX,3,3,0,1.0,26.0,135.7,134.5,122.0,120.0,13.7,14.5,0.586,1.89,23.6,0.0,0.733,0.512,0.164,0.81,0.813,100.4,101.73,84.78,55,0.543,2326,994,1,1,699,3994,11141,6307,8535,3778,4014,10333,7752,6793,11739,2479,2699,11110,7291,77850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-201142-1626145-1626164-1626220-1629626-,K. Durant - T. Jones - D. Booker - R. O'Neale - B. Bol,1610612756,PHX,3,0,3,0.0,26.0,97.8,98.3,105.4,105.0,-7.5,-6.7,0.8,2.29,21.1,0.036,0.657,0.381,0.119,0.51,0.544,108.8,108.72,90.6,59,0.505,2326,10304,16438,10304,680,10216,9275,9886,4632,2304,5149,10331,9972,12351,9826,7906,8787,7521,8029,78805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-204001-1627759-1628369-1628401-1630202-,K. Porziņģis - J. Brown - J. Tatum - D. White - P. Pritchard,1610612738,BOS,8,6,2,0.75,26.0,116.9,113.1,118.0,118.3,-1.1,-5.2,0.583,3.5,17.3,0.194,0.808,0.474,0.066,0.548,0.584,108.1,109.75,91.46,61,0.526,518,330,14449,6106,673,6976,11062,9751,8544,1006,7757,9280,5996,9808,7761,7336,7551,7106,7646,79380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-202691-203915-1629023-1630230-1630539-,K. Thompson - S. Dinwiddie - P. Washington - N. Marshall - K. Jones,1610612742,DAL,4,3,1,0.75,26.0,140.4,142.6,105.5,101.8,34.9,40.8,0.7,3.5,26.9,0.167,0.545,0.412,0.111,0.761,0.757,100.4,101.41,84.51,54,0.651,1573,994,5863,6106,695,3422,9081,4045,6175,1006,2482,9453,11241,11473,9323,2834,3344,11281,5276,78100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-2544-1627827-1629020-1629029-1630559-,L. James - D. Finney-Smith - J. Vanderbilt - L. Dončić - A. Reaves,1610612747,LAL,8,3,5,0.375,26.0,104.8,96.5,120.2,117.9,-15.4,-21.4,0.632,2.4,15.6,0.258,0.6,0.439,0.088,0.467,0.514,98.3,103.37,86.14,57,0.441,518,994,17546,9326,682,10280,11009,11307,7817,2208,9045,7469,10456,10742,8462,10172,9576,10208,9525,78705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-2544-1627827-1629020-1629029-1629216-,L. James - D. Finney-Smith - J. Vanderbilt - L. Dončić - G. Vincent,1610612747,LAL,14,10,4,0.714,26.0,112.6,105.4,116.7,108.5,-4.1,-3.1,0.762,2.67,19.5,0.303,0.621,0.452,0.107,0.52,0.532,100.0,107.28,89.4,56,0.429,156,109,17185,6328,710,7911,9644,9586,5136,1928,6612,6787,10369,10388,9273,7821,9034,8227,9717,77180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-2544-1626156-1629216-1631132-1642261-,L. James - D. Russell - G. Vincent - C. Koloko - D. Knecht,1610612747,LAL,7,5,2,0.714,26.0,106.3,107.9,101.5,98.4,4.9,9.5,0.654,1.55,20.0,0.207,0.733,0.475,0.175,0.618,0.619,115.7,116.58,97.15,63,0.498,632,445,14449,6328,709,7645,6900,6797,7645,4226,5453,8745,7752,9800,12477,5583,6574,4861,8500,77200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-2544-1626156-1629060-1629637-1642261-,L. James - D. Russell - R. Hachimura - J. Hayes - D. Knecht,1610612747,LAL,5,3,2,0.6,26.0,138.0,143.4,88.9,86.5,49.1,56.9,0.6,2.25,22.2,0.5,0.778,0.66,0.151,0.7,0.716,97.0,96.31,80.25,53,0.808,1130,994,14449,7021,686,3309,5982,3068,8079,2319,4428,2142,6592,3678,11406,3752,4182,13764,3409,78500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1628963-1630215-1630264-1631098-1631116-,M. Bagley III - J. Butler - A. Gill - J. Davis - P. Baldwin Jr.,1610612764,WAS,7,0,7,0.0,26.0,119.5,123.2,99.0,89.7,20.4,33.6,0.545,1.71,14.8,0.448,0.786,0.614,0.125,0.51,0.568,101.2,104.63,87.19,56,0.648,632,10304,17815,10304,689,5545,6273,4501,8929,3954,9393,4051,6531,4239,9905,7906,8195,9502,5315,78445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1627763-1630551-1630557-1641774-1642267-,M. Brogdon - J. Champagnie - C. Kispert - T. Vukcevic - B. Carrington,1610612764,WAS,3,1,2,0.333,26.0,120.8,123.6,115.9,113.8,5.0,9.8,0.68,1.89,20.7,0.4,0.704,0.558,0.164,0.592,0.626,104.4,104.21,86.85,55,0.521,2326,3268,14449,9358,696,5511,10354,6782,6367,3778,5315,4440,8279,5682,11739,6182,6232,9705,7730,78070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-203935-1626158-1630557-1642267-1642273-,M. Smart - R. Holmes - C. Kispert - B. Carrington - K. George,1610612764,WAS,4,2,2,0.5,26.0,104.5,103.8,91.7,91.1,12.8,12.7,0.591,1.86,17.8,0.25,0.71,0.492,0.132,0.52,0.533,100.6,101.34,84.45,53,0.563,1573,1668,14449,7287,706,8023,6434,6497,8507,3796,7541,7492,8220,9558,10454,7810,9033,11312,6864,77440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1629680-1630625-1631101-1641739-1642270-,M. Thybulle - D. Banton - S. Sharpe - T. Camara - D. Clingan,1610612757,POR,2,1,1,0.5,26.0,102.6,105.4,103.4,100.0,-0.8,5.4,0.591,1.86,16.5,0.294,0.913,0.544,0.125,0.464,0.496,105.1,105.48,87.9,56,0.47,3725,3268,5863,7287,686,7911,6913,7169,8507,3796,8767,6933,5051,6132,9905,10210,11042,9058,8971,78500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1626167-1627783-1629614-1630169-1641767-,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - B. Sheppard,1610612754,IND,10,6,4,0.6,26.0,115.8,114.8,96.4,91.7,19.4,23.1,0.75,2.57,22.5,0.308,0.793,0.564,0.13,0.582,0.59,103.9,107.11,89.26,54,0.589,348,330,17185,7021,717,6711,6446,5512,5155,1997,4404,6714,6492,5560,10384,6525,7426,8313,6334,76630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1626167-1627783-1629614-1630169-1641716-,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - J. Walker,1610612754,IND,7,5,2,0.714,26.0,117.7,120.7,85.8,84.2,31.9,36.5,0.6,3.75,19.5,0.214,0.742,0.492,0.069,0.56,0.609,105.0,104.61,87.18,58,0.726,632,445,14449,6328,678,5816,5762,4342,8079,959,6624,8660,7698,9558,7862,7052,6860,9507,4260,79150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1629651-1629661-1630533-1630553-1631213-,N. Claxton - C. Johnson - Z. Williams - K. Johnson - T. Martin,1610612751,BKN,7,1,6,0.143,26.0,102.4,96.2,124.8,130.2,-22.4,-34.0,0.632,1.5,17.9,0.143,0.739,0.455,0.154,0.538,0.57,96.4,97.23,81.03,52,0.363,632,3268,17719,10277,700,10293,12573,12515,7817,4241,7496,9803,7710,10226,11438,7503,8044,13374,10980,77750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-203497-1629638-1629675-1630162-1642265-,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - R. Dillingham,1610612750,MIN,8,4,4,0.5,26.0,128.6,125.5,96.3,92.6,32.3,32.9,0.593,2.29,20.3,0.348,0.656,0.527,0.127,0.64,0.655,97.3,100.48,83.73,55,0.635,518,634,17185,7287,694,5037,6537,4800,8502,2304,5438,5274,9975,6524,10341,5015,5535,11749,5529,78105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-1626158-1629673-1630557-1641731-1642273-,R. Holmes - J. Poole - C. Kispert - B. Coulibaly - K. George,1610612764,WAS,7,3,4,0.429,26.0,114.2,106.9,145.5,141.1,-31.3,-34.2,0.524,0.85,13.6,0.5,0.833,0.643,0.224,0.578,0.617,99.5,104.49,87.07,58,0.336,632,994,17185,9146,685,7756,13795,12521,9054,7323,10243,2142,5564,3729,14147,6575,6622,9563,11314,78555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-203500-1630224-1630256-1641708-1641715-,S. Adams - J. Green - J. Tate - A. Thompson - C. Whitmore,1610612745,HOU,7,6,1,0.857,26.0,112.2,110.0,116.2,111.1,-4.0,-1.1,0.474,0.75,13.0,0.435,0.481,0.46,0.24,0.59,0.597,94.2,97.3,81.08,50,0.44,632,330,5863,5889,712,7361,9941,9471,11037,7414,10403,4151,13024,10165,14294,6253,7232,13342,9552,76960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-201939-203110-203952-1627741-1627780-,S. Curry - D. Green - A. Wiggins - B. Hield - G. Payton II,1610612744,GSW,12,8,4,0.667,26.0,108.0,101.8,68.0,64.0,40.1,37.8,0.8,2.0,21.1,0.208,0.724,0.491,0.145,0.56,0.598,93.0,98.68,82.23,55,0.863,240,199,17185,6411,718,8115,3710,4261,4632,2447,5149,8735,7898,9566,11287,7060,7210,12717,3001,76615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-204456-1627783-1630167-1630169-1641716-,T. McConnell - P. Siakam - O. Toppin - T. Haliburton - J. Walker,1610612754,IND,9,4,5,0.444,26.0,133.3,121.9,106.1,104.8,27.2,17.0,0.8,6.0,25.8,0.192,0.783,0.469,0.063,0.634,0.655,108.8,114.42,95.35,64,0.599,425,634,17546,9121,675,5724,9271,6010,4632,171,2667,9287,6575,9935,7666,5106,5536,5462,6198,79290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.166666666666664
Lineups,-201143-1627759-1628436-1630202-1630573-,A. Horford - J. Brown - L. Kornet - P. Pritchard - S. Hauser,1610612738,BOS,8,6,2,0.75,25.0,120.4,118.9,111.2,111.3,9.2,7.5,0.615,4.0,19.5,0.394,0.95,0.604,0.075,0.534,0.531,101.1,101.76,84.8,53,0.533,518,330,14449,6106,744,6174,10054,7001,7996,577,6612,4858,4991,4305,8028,7596,9177,11098,7477,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-201143-201950-1628369-1628401-1630573-,A. Horford - J. Holiday - J. Tatum - D. White - S. Hauser,1610612738,BOS,4,4,0,1.0,25.0,112.8,106.0,122.2,127.7,-9.5,-21.7,0.857,6.0,25.0,0.154,0.667,0.4,0.06,0.564,0.564,91.5,92.38,76.98,50,0.468,1573,634,1,1,736,7853,12294,11331,4290,171,2709,9752,8629,11560,7654,6908,8255,15213,9010,75600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1629014-1630166-1631101-1641739-1641871-,A. Simons - D. Avdija - S. Sharpe - T. Camara - D. Reath,1610612757,POR,7,1,6,0.143,25.0,112.1,109.4,117.1,113.5,-4.9,-4.0,0.368,1.0,10.0,0.393,0.654,0.519,0.132,0.479,0.55,98.4,101.14,84.28,53,0.487,632,3268,17719,10277,747,7469,10323,9650,11594,5174,11538,4861,9991,6695,10454,10037,8648,11428,8642,74750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-203952-1629312-1629639-1630558-1642276-,A. Wiggins - H. Highsmith - T. Herro - D. Mitchell - K. Ware,1610612748,MIA,5,2,3,0.4,25.0,139.1,135.3,82.7,84.6,56.4,50.7,0.704,4.75,25.0,0.273,0.667,0.49,0.078,0.656,0.669,97.1,97.26,81.05,51,0.77,1130,1668,16438,9199,724,3954,5777,3281,6168,506,2709,7286,8629,9573,8172,4752,5086,13363,3774,76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-203991-1629027-1630249-1630552-1642258-,C. Capela - T. Young - V. Krejčí - J. Johnson - Z. Risacher,1610612737,ATL,2,2,0,1.0,25.0,117.2,112.5,93.1,94.4,24.1,18.1,0.692,3.0,21.4,0.323,0.6,0.446,0.107,0.545,0.555,104.6,106.02,88.35,56,0.564,3725,1668,1,1,748,7005,6684,5941,6267,1180,4944,6618,10456,10472,9273,7368,8534,8812,6847,74700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-203468-1627749-1629750-1641722-1642274-,C. McCollum - D. Murray - J. Green - J. Hawkins - Y. Missi,1610612740,NOP,5,2,3,0.4,25.0,88.8,87.7,116.2,116.1,-27.3,-28.4,0.611,1.0,14.5,0.276,0.621,0.448,0.193,0.436,0.478,107.2,107.98,89.98,57,0.339,1130,1668,16438,9199,739,10942,10690,11887,8044,5174,9479,7273,10369,10449,12928,10701,11243,7925,11298,75350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1626164-1628420-1628960-1629006-1642345-,D. Booker - M. Morris - G. Allen - J. Okogie - O. Ighodaro,1610612756,PHX,4,1,3,0.25,25.0,121.2,121.8,118.7,113.0,2.5,8.9,0.792,1.9,22.6,0.4,0.739,0.563,0.182,0.561,0.617,104.1,106.38,88.65,55,0.558,1573,3268,16438,9960,756,5728,10273,6870,4987,3767,4380,4440,7710,5566,12592,7045,6606,8651,6962,73770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-201942-1626168-1628368-1628370-1631099-,D. DeRozan - T. Lyles - D. Fox - M. Monk - K. Murray,1610612758,SAC,7,3,4,0.429,25.0,129.6,122.8,116.7,106.7,12.9,16.1,0.5,1.67,12.8,0.407,0.667,0.55,0.105,0.489,0.603,103.0,110.68,92.23,57,0.566,632,994,17185,9146,728,5595,9423,6196,9077,3983,10470,4430,8629,5917,9205,9970,7005,6821,6802,76110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1628378-1628386-1629636-1630241-1630596-,D. Mitchell - J. Allen - D. Garland - S. Merrill - E. Mobley,1610612739,CLE,5,3,2,0.6,25.0,101.2,100.0,101.2,101.8,0.0,-1.8,0.682,3.0,18.3,0.297,0.733,0.493,0.089,0.457,0.472,107.3,107.69,89.74,56,0.474,1130,994,14449,7021,737,8136,9080,9496,6357,1180,7130,6920,7752,9547,8485,10347,11344,8033,8893,75550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1628378-1629660-1629731-1630171-1630596-,D. Mitchell - T. Jerome - D. Wade - I. Okoro - E. Mobley,1610612739,CLE,11,11,0,1.0,25.0,146.7,141.1,106.4,105.3,40.3,35.8,0.517,3.0,20.0,0.211,0.944,0.568,0.089,0.708,0.748,104.2,106.84,89.03,56,0.642,282,85,1,1,725,3474,9290,4376,9069,1180,5453,8714,4993,5519,8485,3692,3768,8407,5412,76150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1626153-1628384-1628404-1628969-1629011-,D. Wright - O. Anunoby - J. Hart - M. Bridges - M. Robinson,1610612752,NYK,3,3,0,1.0,25.0,111.1,114.3,108.7,104.0,2.4,10.3,0.619,1.18,16.9,0.556,0.778,0.644,0.224,0.5,0.545,92.7,93.42,77.85,49,0.511,2326,994,1,1,723,6726,9198,6685,7983,5089,7872,2039,6592,3726,14149,7932,8783,14882,7941,76300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-201569-1626162-1627824-1628997-1630178-,E. Gordon - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,1610612755,PHI,4,2,2,0.5,25.0,140.1,136.7,93.2,98.0,46.9,38.8,0.696,4.0,22.9,0.238,0.5,0.392,0.082,0.69,0.715,94.9,93.61,78.01,49,0.715,1573,1668,14449,7287,738,3888,6889,4219,6251,577,4314,8405,11352,12220,8219,4007,4193,14823,4354,75375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1627832-1628415-1630224-1631095-1641708-,F. VanVleet - D. Brooks - J. Green - J. Smith Jr. - A. Thompson,1610612745,HOU,12,6,6,0.5,25.0,77.6,70.4,104.0,106.8,-26.3,-36.4,0.154,0.2,3.2,0.226,0.5,0.361,0.185,0.41,0.442,103.6,106.86,89.05,54,0.108,240,330,17719,7287,726,12734,9455,12638,12607,8664,12627,8518,11352,12726,12786,11191,11818,8402,13981,76135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1627777-1628386-1629636-1629660-1630241-,G. Niang - J. Allen - D. Garland - T. Jerome - S. Merrill,1610612739,CLE,11,6,5,0.545,25.0,110.2,100.0,120.6,118.5,-10.4,-18.5,0.571,3.0,16.0,0.2,0.667,0.421,0.07,0.5,0.531,99.7,105.64,88.04,57,0.441,282,330,17546,7257,733,8136,11070,11016,8623,1180,8874,8766,8629,11270,7881,7932,9182,8995,9532,75650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1627824-1629656-1630215-1641741-1642348-,G. Yabusele - Q. Grimes - J. Butler - R. Council IV - J. Edwards,1610612755,PHI,5,1,4,0.2,25.0,112.6,110.7,123.7,116.7,-11.2,-6.0,0.5,1.44,17.3,0.25,0.75,0.5,0.161,0.606,0.619,102.3,106.21,88.51,56,0.479,1130,3268,17185,10161,749,7304,10711,9815,9077,4647,7744,7492,6865,6860,11698,5783,6568,8724,8802,74570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
Lineups,-1628392-1629026-1630198-1630598-1631114-,I. Hartenstein - K. Williams - I. Joe - A. Wiggins - J. Williams,1610612760,OKC,6,5,1,0.833,25.0,122.6,123.1,114.5,111.8,8.1,11.3,0.56,1.56,19.4,0.273,0.545,0.409,0.173,0.638,0.65,97.4,98.42,82.02,52,0.55,820,445,5863,5915,739,5548,10074,6596,8825,4219,6628,7286,11241,11510,12456,5031,5635,12832,7111,75350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.083333333333336
